Timestamp,Вы из этого населенного пункта? (указываем название нас пункта),"Скажите, пожалуйста, какой у Вас возраст",Укажите пол,Пойдёте ли на президентские выборы?,Будете голосовать досрочно?,За кого планируете голосовать/проголосовали?,Ваш уровень образования?,"Сообщите, пожалуйста, совокупный месячный доход Вашей семьи в бел.руб.",Какими инструментами коммуникации Вы пользуетесь?,Код волонтёра ,Произвольный комментарий волонтера,тип нп,регион
8/3/2020 17:21:37,Гомель,41-50,Жен,Да,Затрудняюсь ответить,Тихановская,Среднее специальное,1000 - 2000,"Youtube, Интерне-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 17:22:54,Гомель ,31-40,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Youtube, Трудовой коллектив",81,Гомель 14.30-16.30,город,3
8/3/2020 17:23:21,Слуцк,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,До 500,Телевидение,66,,город,5
8/3/2020 17:24:05,Гомель,31-40,Муж,Да,Нет,Против всех,Среднее специальное,Не хочу отвечать на этот вопрос,"Youtube, Не хочу отвечать",81,Гомель 14.30-16.30,город,3
8/3/2020 17:25:32,Гомель,31-40,Муж,Да,Да,Затрудняюсь ответить,Среднее специальное,1000 - 2000,"Youtube, Интернет-ресурсы, собственное мнение",81,Гомель 14.30-16.30,город,3
8/3/2020 17:26:46,Гомель,31-40,Жен,Да,Затрудняюсь ответить,Тихановская,Среднее специальное,500 - 1000,"Youtube, Интернет-ресурсы, иные соцсети",81,Гомель 14.30-16.30,город,3
8/3/2020 17:27:14,Слуцк,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,До 500,Бумажная пресса,66,,город,5
8/3/2020 17:28:03,Гомель,31-40,Жен,Нет,Нет,Не пойду,Высшее,До 500,Телевидение,81,Гомель 14.30-16.30,город,3
8/3/2020 17:28:55,Бобруйск,31-40,Муж,Да,Да,Тихановская,Среднее специальное,500 - 1000,Youtube,32,,город,6
8/3/2020 17:29:24,Гомель,31-40,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Интернет, соцсети, друзья",81,Гомель 14.30-16.30,город,3
8/3/2020 17:30:36,Гомель,31-40,Муж,Да,Нет,Против всех,Среднее специальное,Не хочу отвечать на этот вопрос,Не хочу отвечать,81,Гомель 14.30-16.30,город,3
8/3/2020 17:32:06,Гомель,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Youtube, Другие соцсети, интернет-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 17:32:25,Бобруйск,18-30,Муж,Да,Затрудняюсь ответить,Тихановская,Среднее специальное,500 - 1000,Youtube,32,,город,6
8/3/2020 17:33:23,Солигорск ,51-60,Муж,Да,Нет,Затрудняюсь ответить,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Читает интернете ",80,Солигорск 03.08.2020.17:30,город,5
8/3/2020 17:33:17,Гомель,31-40,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Telegram, Youtube",81,Гомель 14.30-16.30,город,3
8/3/2020 17:36:37,Бобруйск,старше 60,Жен,Да,Да,Лукашенко,Среднее специальное,До 500,,32,,город,6
8/3/2020 17:45:17,Бобруйск,31-40,Муж,Да,Да,Против всех,Высшее,500 - 1000,Телевидение,32,,город,6
8/3/2020 17:48:54,Бобруйск,18-30,Жен,Да,Затрудняюсь ответить,Лукашенко,Среднее специальное,500 - 1000,,32,,город,6
8/3/2020 17:50:48,Солигорск ,18-30,Жен,Да,Нет,Тихановская,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте, Youtube",80,03.08.2020.17:49.два человека отказались,город,5
8/3/2020 17:51:58,Бобруйск,51-60,Жен,Да,Нет,Против всех,Среднее специальное,До 500,,32,,город,6
8/3/2020 17:53:18,Солигорск ,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,,"Telegram, Вконтакте, Youtube",80,03.08.2020.    17:53,город,5
8/3/2020 17:53:44,Бобруйск,старше 60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,Телевидение,32,,город,6
8/3/2020 17:57:02,Бобруйск,51-60,Жен,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,500 - 1000,"Телевидение, Бумажная пресса",32,,город,6
8/3/2020 17:58:51,Бобруйск,старше 60,Жен,Затрудняюсь ответить,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Youtube",32,,город,6
8/3/2020 18:01:31,Бобруйск,старше 60,Жен,Да,Да,Лукашенко,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса",32,,город,6
8/3/2020 18:03:53,Бобруйск,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,Телевидение,32,,город,6
8/3/2020 18:16:23,Бобруйск,41-50,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,,32,,город,6
8/3/2020 18:18:11,Бобруйск,41-50,Муж,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Профессионально-техническое,500 - 1000,"Радио, Телевидение, Бумажная пресса",32,,город,6
8/3/2020 18:41:30,Гомель,51-60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Телевидение, Youtube, Интернет",81,Гомель 14.30-16.30,город,3
8/3/2020 18:42:42,Гомель,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Youtube, Обсуждения",81,Гомель 14.30-16.30,город,3
8/3/2020 18:43:46,Гомель,51-60,Муж,Да,Да,Тихановская,Среднее специальное,500 - 1000,Телевидение,81,Гос от 14.30-16.30,город,3
8/3/2020 18:44:45,Гомель,51-60,Муж,Да,Нет,Затрудняюсь ответить,Высшее,1000 - 2000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",81,Гомель 14.30-16.30,город,3
8/3/2020 18:45:53,Гомель,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Телевидение, Youtube, Интернет-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 18:47:43,Гомель,51-60,Жен,Да,Затрудняюсь ответить,Тихановская,Высшее,500 - 1000,"Телевидение, Viber, Youtube, Интернет-ресурсы, листовки, знакомые",81,Гомель 14.30-16.30,город,3
8/3/2020 18:48:49,Гомель,51-60,Муж,Да,Да,Затрудняюсь ответить,Среднее специальное,1000 - 2000,"Телевидение, Youtube, Интернет-источники",81,Гомель 14.30-16.30,город,3
8/3/2020 18:50:10,Гомель,51-60,Муж,Да,Нет,Тихановская,Базовое \ Среднее,Не хочу отвечать на этот вопрос,"Youtube, Обсуждения, интернет-ресурсы, другие соцсети",81,Гос от 14.30-16.30,город,3
8/3/2020 18:51:24,Гомель,51-60,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,Затрудняюсь ответить,81,Гомель 14.30-16.30,город,3
8/3/2020 18:52:47,Гомель,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Телевидение, Viber, Соцсети, интернет-сайты",81,Гомель 14.30-16.30,город,3
8/3/2020 18:53:53,Гомель,51-60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Viber",81,Гомель 14.30-16.30,город,3
8/3/2020 18:54:38,Гомель,старше 60,Жен,Затрудняюсь ответить,Нет,Тихановская,Профессионально-техническое,До 500,Телевидение,81,"Я за честные выборы
",город,3
8/3/2020 18:55:13,Гомель,51-60,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Youtube, Альтернативные соцсети и интернет-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 18:57:29,Жабинка и район,51-60,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Вконтакте, Youtube",11031963,Помогу провести честные выборы,село,1
8/3/2020 19:27:26,Полоцк,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",84,,город,2
8/3/2020 19:31:25,Варковичи,31-40,Муж,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Viber, Telegram, Вконтакте, Youtube, Инстаграм, яндекс, тут.бай",66,,село,5
8/3/2020 19:33:44,Слуцк,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса",66,,город,5
8/3/2020 19:47:57,Слуцк,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса",66,,город,5
8/3/2020 19:51:13,Бобруйск,18-30,Жен,Нет,Нет,Не пойду,Базовое \ Среднее,До 500,"Телевидение, Youtube",32,,город,6
8/3/2020 19:52:39,Бобруйск,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,,32,,город,6
